event_id,product_user_id,account_id,feature,action,event_timestamp
36,1667,919,Integrations,share,2024-12-18T06:49:32
37,534,870,API,edit,2025-01-02T15:00:41
38,1268,734,API,view,2025-01-09T09:57:08
39,430,147,Analytics,view,2024-01-12T08:52:44
40,1027,604,Dashboard Builder,view,2025-01-31T09:27:54
41,1022,524,Alerts,view,2023-07-15T08:36:01
42,980,539,Dashboard Builder,view,2023-02-06T10:07:03
43,1124,796,Dashboard Builder,view,2024-12-24T08:51:52
44,491,500,Analytics,create,2025-01-09T08:42:20
45,640,854,Workflow Automation,create,2024-08-13T10:56:09
46,948,999,API,share,2024-05-24T08:30:01
47,404,310,Dashboard Builder,share,2024-11-29T13:07:39
48,55,370,Reports,view,2025-01-02T21:33:01
49,1507,722,Analytics,view,2025-01-20T08:27:32
50,488,377,Custom Fields,share,2025-01-13T18:35:40
51,1044,24,Analytics,view,2025-01-28T06:48:47
52,147,715,Workflow Automation,view,2024-01-01T08:04:26
53,198,190,Data Export,view,2024-04-29T11:06:19
54,1259,14,Dashboard Builder,delete,2024-10-31T06:47:57
55,670,242,Alerts,share,2024-08-20T10:13:11
56,709,144,Integrations,edit,2024-12-27T15:34:57
57,757,296,Integrations,view,2023-08-04T13:11:33
58,1565,507,User Management,create,2022-02-03T13:51:44
59,1242,563,Data Export,view,2025-02-17T08:57:41
60,1380,178,Dashboard Builder,view,2024-03-01T20:33:46
61,1323,208,API,edit,2030-03-15T10:00:00
62,86,457,Dashboard Builder,create,2025-02-13T00:19:37
63,1875,556,Reports,edit,2024-11-01T17:53:46
64,1234,450,Reports,view,2024-05-03T11:45:54
65,1559,888,API,create,2024-12-10T14:20:16
66,1343,837,Analytics,create,2024-06-21T23:19:04
67,1635,931,Dashboard Builder,view,2024-04-22T07:26:50
68,1391,32,Integrations,create,2024-01-05T16:49:11
69,201,362,Custom Fields,view,2024-12-06T15:16:13
70,985,525,API,edit,2023-06-07T14:24:02
71,1037,643,Dashboard Builder,view,2024-07-09T23:37:51
72,985,525,Custom Fields,create,2024-03-15T07:21:36
73,1388,725,Integrations,view,2024-10-18T15:51:23
74,63,124,Alerts,view,2025-01-22T09:13:35
75,1556,20,API,create,2024-09-25T17:30:41
76,1504,523,User Management,view,2023-05-29T20:24:09
77,237,641,Analytics,view,2025-01-18T18:21:55
78,1676,596,Dashboard Builder,share,2024-10-18T14:53:21
79,1751,844,Workflow Automation,edit,2025-01-16T15:22:24
80,1688,394,Analytics,view,2023-03-22T13:13:31
81,525,30,Dashboard Builder,edit,2024-09-27T10:33:11
82,1477,880,Analytics,create,2024-11-25T19:20:08
83,826,322,Custom Fields,view,2024-10-18T04:24:46
84,1563,171,Reports,view,2024-01-06T16:36:39
85,1455,192,Analytics,view,2025-01-14T14:47:17
86,660,606,Custom Fields,edit,2025-01-10T22:26:16
87,1274,1,Reports,edit,2023-11-10T11:07:01
88,777,737,User Management,view,2025-01-15T11:56:01
89,727,82,Reports,view,2025-02-18T09:12:36
90,492,975,API,view,2025-02-25T13:31:44
91,1222,764,Dashboard Builder,create,2022-02-25T07:09:11
92,1336,664,Analytics,create,2025-02-14T08:19:20
93,1388,725,Alerts,share,2024-05-10T08:04:02
94,904,283,Dashboard Builder,view,2024-03-08T16:59:09
95,1959,165,Custom Fields,share,2024-04-22T02:50:05
96,1378,254,Custom Fields,edit,2023-10-08T16:35:45
97,1283,865,Reports,create,2024-12-16T20:41:20
98,1747,917,Custom Fields,create,2030-03-15T10:00:00
99,1062,204,Dashboard Builder,view,2024-06-05T03:01:39
100,1866,907,Alerts,view,2025-02-11T08:31:01
101,998,980,Workflow Automation,create,2024-01-19T14:01:00
102,793,803,Dashboard Builder,view,2024-11-01T23:39:42
103,851,878,Reports,view,2022-11-04T07:26:13
104,1984,692,Reports,view,2025-02-21T05:13:36
105,371,980,Reports,share,2024-05-17T07:28:57
106,948,999,Workflow Automation,view,2024-02-21T15:01:48
107,1161,769,Workflow Automation,view,2024-11-08T11:28:48
108,328,987,Dashboard Builder,edit,2024-08-30T15:29:36
109,1560,395,Custom Fields,view,2025-01-17T14:36:01
110,581,990,Alerts,edit,2024-11-12T07:58:15
111,379,338,Data Export,view,2025-01-10T12:41:14
112,1066,149,Dashboard Builder,view,2025-01-22T18:28:37
113,291,664,Integrations,edit,2024-12-10T08:44:05
114,435,15,Reports,view,2024-12-19T06:03:32
115,608,452,Alerts,view,2023-02-17T17:10:40
116,1968,993,Reports,create,2022-06-28T07:58:52
117,82,639,Analytics,view,2024-05-21T10:04:48
118,35,953,Dashboard Builder,edit,2024-05-17T09:00:01
119,60,731,Alerts,view,2025-02-21T09:45:43
120,899,71,Reports,edit,2025-02-21T15:26:57
121,812,897,Reports,view,2025-02-03T08:25:59
122,272,137,Workflow Automation,edit,2023-10-03T11:53:40
123,1124,796,Integrations,share,2024-11-22T11:53:57
124,1846,250,Analytics,view,2024-10-07T08:31:56
125,1740,535,Data Export,view,2024-03-08T08:30:12
126,28,539,Dashboard Builder,view,2023-01-13T10:10:26
127,582,393,Reports,view,2023-07-13T12:10:07
128,954,653,Dashboard Builder,share,2024-09-05T14:41:25
129,1634,664,Workflow Automation,share,2023-03-16T07:25:26
130,1327,675,Dashboard Builder,view,2024-01-16T19:03:59
131,632,71,Alerts,view,2025-02-27T03:06:30
132,1498,903,API,share,2025-02-26T13:04:48
133,784,972,Dashboard Builder,view,2024-09-10T16:50:34
134,469,22,Dashboard Builder,view,2023-11-08T15:55:08
135,655,86,Data Export,view,2023-09-15T15:36:50
136,1321,50,Integrations,view,2024-12-31T15:37:10
137,199,481,Analytics,view,2030-03-15T10:00:00
138,370,837,Alerts,edit,2024-06-26T13:16:19
139,1279,893,Analytics,view,2025-01-11T07:28:38
140,785,67,Reports,view,2024-01-06T18:11:31
141,144,377,Alerts,view,2024-12-09T12:40:44
142,387,764,Workflow Automation,create,2024-01-11T17:54:35
143,852,908,Analytics,view,2025-02-14T12:18:34
144,1330,213,Reports,view,2022-08-21T19:56:23
145,464,942,Analytics,view,2024-12-18T15:20:01
146,1848,352,Dashboard Builder,view,2025-01-01T07:45:03
147,1769,210,Analytics,view,2025-01-17T15:33:04
148,1447,657,Data Export,create,2025-01-26T01:24:46
149,154,92,Analytics,view,2023-08-11T08:29:18
150,179,709,Reports,view,2023-01-20T17:43:39
151,996,136,Reports,delete,2024-12-06T06:51:50
152,1779,234,Analytics,create,2024-10-31T13:19:11
153,1990,691,Workflow Automation,delete,2025-01-31T23:44:54
154,1672,820,Alerts,view,2024-11-22T14:56:31
155,1390,212,Analytics,view,2025-01-20T12:11:48
156,462,207,Reports,edit,2024-12-31T09:23:44
157,1096,185,Reports,view,2025-02-07T16:10:04
158,759,474,Alerts,view,2025-02-04T00:52:01
159,717,214,Data Export,create,2021-02-16T17:48:00
160,491,500,Dashboard Builder,share,2025-02-04T17:50:03
161,1825,893,Reports,create,2025-01-08T14:17:12
162,232,766,User Management,create,2024-01-05T09:10:49
163,112,750,Alerts,create,2025-02-27T14:31:47
164,623,657,Alerts,view,2024-04-18T22:29:10
165,19,180,Workflow Automation,view,2024-11-04T18:10:57
166,846,341,Dashboard Builder,view,2023-11-13T16:25:37
167,750,945,Analytics,create,2025-02-12T18:41:25
168,770,178,API,create,2024-11-21T08:58:08
169,1404,104,Custom Fields,create,2024-12-30T13:54:39
170,1650,912,Data Export,create,2025-01-24T06:06:38
171,1514,243,Analytics,view,2024-02-23T04:01:20
172,1362,697,Dashboard Builder,view,2024-12-24T20:18:50
173,1412,305,Data Export,edit,2024-11-22T11:43:53
174,171,237,Custom Fields,view,2024-11-18T18:11:25
175,1320,478,Dashboard Builder,create,2024-04-05T07:46:20
176,1813,795,Reports,view,2024-07-12T10:23:54
177,190,212,Workflow Automation,delete,2024-11-30T16:52:42
178,249,297,Dashboard Builder,create,2025-01-17T08:25:32
179,987,345,API,view,2024-11-22T17:48:39
180,232,766,Custom Fields,share,2023-11-10T15:35:23
181,1433,143,Analytics,view,2023-09-30T10:15:00
182,265,725,Integrations,create,2022-10-28T08:05:07
183,490,488,Analytics,view,2024-07-19T15:25:22
184,1447,657,Workflow Automation,create,2025-01-22T07:19:37
185,1767,221,Reports,edit,2024-12-20T08:52:03
186,120,17,Workflow Automation,share,2024-12-04T15:03:09
187,983,668,Reports,view,2025-01-03T09:08:18
188,970,802,API,view,2022-01-26T07:02:12
189,708,839,Reports,share,2025-01-17T08:49:39
190,1735,917,Workflow Automation,edit,2025-02-26T15:02:05
191,1657,134,Dashboard Builder,create,2025-01-31T17:40:59
192,1897,606,Data Export,edit,2024-10-25T07:12:41
193,1424,750,API,edit,2025-01-27T12:09:50
194,1139,165,Integrations,create,2025-01-20T16:38:50
195,1605,662,Custom Fields,delete,2023-12-18T16:21:22
196,1876,710,Reports,view,2025-02-14T15:30:35
197,1198,581,Reports,view,2025-02-04T07:04:05
198,1112,998,API,share,2025-02-07T12:02:40
199,449,916,Analytics,view,2024-12-20T22:27:51
200,88,51,Workflow Automation,view,2025-02-07T09:42:39
201,1187,301,Reports,create,2024-09-17T06:21:19
202,1868,172,API,view,2024-08-16T08:24:05
203,1891,979,Data Export,view,2024-12-11T07:42:55
204,1692,218,API,share,2024-03-11T14:57:05
205,1965,511,Integrations,share,2025-02-07T13:00:38
206,1241,39,API,view,2025-01-31T14:59:50
207,1449,541,Workflow Automation,view,2024-12-31T05:30:09
208,8,321,Analytics,create,2024-09-27T15:29:48
209,1686,564,Alerts,view,2030-03-15T10:00:00
210,1491,525,Workflow Automation,create,2024-12-20T07:12:41
211,1490,945,Alerts,delete,2024-10-24T14:29:09
212,738,290,Integrations,create,2024-04-03T09:59:05
213,427,871,Analytics,view,2024-06-07T14:26:44
214,521,927,Reports,share,2025-02-09T08:44:38
215,1041,507,Dashboard Builder,view,2023-05-31T23:24:44
216,1660,840,Reports,view,2024-12-30T13:22:32
217,873,717,Analytics,view,2024-05-10T21:09:16
218,632,71,Alerts,share,2025-02-28T09:02:12
219,1292,148,Custom Fields,view,2025-02-14T13:26:51
220,637,637,Dashboard Builder,view,2023-01-27T16:16:57
221,1374,42,Integrations,edit,2024-12-18T07:38:32
222,1405,719,Dashboard Builder,view,2025-01-17T14:04:26
223,1643,989,Reports,view,2024-04-04T17:33:44
224,970,802,API,delete,2024-12-10T10:49:36
225,227,362,Custom Fields,edit,2025-02-27T13:53:52
226,1297,529,Dashboard Builder,create,2021-09-10T11:26:22
227,48,451,Integrations,share,2024-06-24T13:38:24
228,24,795,Integrations,delete,2025-02-21T10:44:11
229,6,596,Integrations,share,2024-09-06T12:30:59
230,1871,18,Dashboard Builder,create,2024-03-29T20:10:18
231,238,536,Alerts,view,2024-03-08T14:14:08
232,1437,53,Data Export,create,2024-12-27T23:00:51
233,1341,497,Analytics,view,2025-02-07T10:51:46
234,1084,731,Custom Fields,edit,2024-02-16T12:56:16
235,548,33,Analytics,view,2025-01-15T15:06:21
236,1042,920,Analytics,view,2025-02-27T17:11:39
237,1274,1,Integrations,view,2024-01-26T12:58:34
238,1852,844,Workflow Automation,view,2025-02-11T16:11:04
239,208,574,Dashboard Builder,create,2025-01-13T09:36:05
240,355,188,Analytics,delete,2022-09-08T17:37:59
241,857,657,Workflow Automation,share,2024-01-25T13:43:02
242,243,875,Dashboard Builder,view,2024-04-25T15:39:31
243,88,51,Dashboard Builder,view,2025-01-17T18:05:46
244,1867,845,Workflow Automation,share,2024-04-22T11:05:04
245,131,249,API,edit,2025-01-02T14:56:22
246,595,190,Integrations,create,2022-05-06T02:28:19
247,664,709,Analytics,view,2024-02-19T08:36:06
248,892,82,Alerts,share,2025-02-07T11:49:23
249,1983,987,Analytics,view,2024-04-23T17:31:52
250,677,920,Custom Fields,view,2025-01-27T15:46:02
251,868,773,Dashboard Builder,view,2025-01-27T15:02:38
252,674,189,Dashboard Builder,view,2025-01-30T07:33:05
253,1429,99,Reports,view,2022-04-19T05:57:28
254,1345,62,Reports,view,2025-01-09T14:58:08
255,997,918,Analytics,view,2025-01-17T11:11:50
256,1783,181,Dashboard Builder,view,2020-11-26T06:27:24
257,1713,238,Custom Fields,view,2024-12-30T01:16:43
258,1728,541,Dashboard Builder,edit,2025-02-14T03:07:57
259,11,723,Dashboard Builder,view,2024-09-26T09:14:15
260,1936,53,Data Export,view,2022-09-07T16:31:08
261,139,664,Reports,view,2024-08-06T15:16:24
262,1782,846,Workflow Automation,share,2025-02-13T16:59:02
263,1945,652,User Management,create,2024-12-06T23:22:07
264,654,831,Reports,edit,2024-07-22T10:58:44
265,1306,733,Alerts,view,2025-01-31T15:13:21
266,1907,134,Integrations,share,2024-09-30T16:06:49
267,1978,760,Data Export,create,2025-02-21T13:24:27
268,895,337,API,create,2024-10-11T12:56:43
269,1335,345,Dashboard Builder,view,2024-04-15T07:01:10
270,1493,541,Dashboard Builder,view,2025-02-12T19:00:27
271,1018,252,Custom Fields,view,2024-10-10T19:03:25
272,1223,468,Reports,view,2024-11-29T16:30:09
273,1499,823,Dashboard Builder,create,2024-09-20T13:42:16
274,1868,172,Custom Fields,view,2024-03-05T14:45:13
275,1263,694,Integrations,view,2024-11-20T08:05:47
276,290,879,Alerts,view,2024-10-01T13:53:24
277,1853,820,Analytics,view,2024-12-06T16:25:10
278,222,76,Analytics,view,2025-02-24T09:50:26
279,671,78,Dashboard Builder,edit,2025-01-10T13:52:26
280,364,756,Data Export,view,2022-06-03T10:57:43
281,495,863,Integrations,view,2024-06-03T15:42:51
282,898,998,Dashboard Builder,view,2030-03-15T10:00:00
283,849,556,Alerts,delete,2023-07-06T16:40:25
284,1572,475,User Management,create,2024-11-26T07:45:34
285,626,475,Analytics,view,2024-11-01T09:21:34
286,677,920,Custom Fields,view,2025-02-03T16:26:54
287,1516,788,Reports,view,2024-11-20T09:28:51
288,1007,289,Reports,view,2022-05-27T09:05:32
289,1525,746,Analytics,view,2025-01-10T17:57:38
290,1143,541,Custom Fields,view,2025-01-22T08:41:24
291,1293,318,Custom Fields,create,2024-12-10T15:29:45
292,1058,893,Analytics,view,2024-12-23T16:29:06
293,307,922,Reports,edit,2024-12-12T09:14:42
294,146,575,User Management,create,2024-07-04T18:51:01
295,494,174,Reports,create,2024-01-04T11:26:33
296,362,475,Dashboard Builder,edit,2024-05-31T07:20:25
297,286,495,Reports,view,2024-05-23T08:48:23
298,483,526,Analytics,create,2021-06-18T14:31:53
299,30,140,Reports,edit,2024-12-20T11:05:29
300,164,799,Analytics,share,2024-06-16T05:54:44
301,149,507,Custom Fields,share,2024-12-04T10:10:37
302,170,503,Dashboard Builder,edit,2022-04-21T15:41:55
303,903,761,User Management,create,2025-02-05T11:00:05
304,1024,292,Reports,view,2025-01-03T17:22:31
305,1356,894,Custom Fields,edit,2024-05-13T15:38:55
306,999,914,Dashboard Builder,view,2025-02-15T04:35:35
307,412,101,Analytics,view,2024-12-16T11:07:32
308,1627,429,Custom Fields,view,2024-12-03T15:08:13
309,290,879,Reports,view,2023-06-07T09:53:24
310,1360,486,Integrations,edit,2023-11-03T15:12:35
311,1485,634,Analytics,view,2024-08-26T12:21:56
312,1258,440,Custom Fields,view,2025-01-24T11:21:36
313,1761,112,Analytics,view,2025-01-27T09:16:42
314,994,875,Dashboard Builder,view,2025-02-20T08:23:49
315,854,302,Dashboard Builder,view,2025-01-30T16:21:59
316,1878,494,Analytics,view,2021-08-13T11:25:36
317,573,974,Custom Fields,view,2022-02-21T12:47:51
318,229,710,Dashboard Builder,share,2025-02-13T19:54:30
319,453,116,Custom Fields,view,2024-04-01T11:59:27
320,743,281,Integrations,view,2025-01-23T09:20:39
321,1613,657,Dashboard Builder,edit,2023-05-31T13:20:05
322,1004,231,Analytics,view,2025-01-28T14:33:31
323,1189,936,Reports,view,2024-12-27T12:25:18
324,1028,416,User Management,edit,2023-06-02T23:31:02
325,1075,983,Dashboard Builder,view,2023-11-22T08:01:37
326,932,59,API,edit,2024-12-13T14:19:54
327,1935,782,Data Export,share,2025-02-21T10:40:13
328,877,31,Workflow Automation,view,2024-10-04T10:28:16
329,294,704,Custom Fields,edit,2024-04-15T14:19:10
330,587,173,Analytics,view,2024-01-30T11:02:00
331,1155,93,Dashboard Builder,view,2024-06-11T17:22:10
332,1968,993,Analytics,create,2023-12-05T07:51:47
333,209,158,Custom Fields,create,2024-12-20T09:31:36
334,453,116,Analytics,edit,2024-10-08T20:14:49
335,658,908,API,share,2025-02-07T16:36:18
336,81,878,Integrations,share,2024-07-18T23:53:36
337,1482,439,Reports,view,2024-11-15T13:16:35
338,405,248,Reports,view,2024-08-26T10:06:51
339,1630,848,Alerts,share,2023-03-20T09:36:02
340,1130,278,User Management,share,2024-10-25T07:15:45
341,517,694,Data Export,edit,2025-01-03T12:12:13
342,1232,22,Analytics,create,2024-06-07T13:18:10
343,1082,658,Dashboard Builder,create,2024-10-30T09:29:15
344,477,582,User Management,view,2024-01-02T06:28:45
345,473,397,Dashboard Builder,view,2024-01-29T10:25:02
346,610,406,Dashboard Builder,create,2023-07-07T14:40:23
347,195,303,Dashboard Builder,edit,2023-10-10T15:14:17
348,558,841,Dashboard Builder,view,2024-11-12T07:54:23
349,301,378,Analytics,view,2020-11-13T15:38:46
350,832,613,Dashboard Builder,edit,2025-01-08T10:35:49
351,61,893,Data Export,view,2024-11-18T12:24:44
352,73,964,Integrations,edit,2023-10-20T11:45:02
353,1572,475,Data Export,create,2024-09-20T03:26:08
354,1491,525,User Management,view,2024-12-23T14:30:18
355,308,644,Analytics,view,2024-06-24T09:54:39
356,449,916,Data Export,view,2025-01-17T10:50:40
357,1375,284,Data Export,view,2025-01-31T17:46:09
358,227,362,Analytics,share,2025-02-27T16:18:50
359,1076,750,Alerts,share,2025-01-07T04:24:18
360,1314,734,API,view,2025-01-17T13:20:09
361,321,612,User Management,share,2025-01-01T21:00:01
362,1065,603,Reports,view,2024-11-19T17:44:55
363,1930,22,Reports,view,2024-02-09T09:02:44
364,460,170,Reports,delete,2024-07-05T06:49:02
365,1556,20,Workflow Automation,create,2024-08-29T09:19:07
366,808,771,Integrations,share,2023-12-15T12:04:49
367,730,590,Workflow Automation,share,2025-02-07T18:01:07
368,465,222,Analytics,view,2021-12-31T07:41:47
369,294,704,Dashboard Builder,edit,2024-06-26T08:20:50
370,841,800,Custom Fields,create,2025-02-02T22:24:52
371,1816,283,Data Export,view,2023-05-15T15:20:21
372,1267,665,Reports,share,2024-10-17T07:12:00
373,774,847,Alerts,view,2024-12-09T14:46:17
374,461,923,Reports,view,2024-05-24T01:43:04
375,1673,425,Data Export,view,2024-06-28T15:59:18
376,1139,165,Dashboard Builder,view,2025-01-20T16:38:45
377,1541,670,Analytics,view,2023-07-18T10:57:44
378,131,249,Reports,create,2025-01-22T18:07:11
379,1842,566,Analytics,view,2025-02-10T12:56:53
380,878,680,Reports,view,2025-02-03T11:23:12
381,1887,120,Custom Fields,view,2024-09-20T08:59:44
382,55,370,Analytics,view,2025-01-31T17:14:10
383,459,959,Workflow Automation,edit,2024-10-24T20:37:24
384,1293,318,Analytics,edit,2025-02-05T18:24:29
385,75,619,Analytics,view,2024-12-20T14:12:07
386,1027,604,Dashboard Builder,create,2024-12-12T09:28:55
387,1301,261,Analytics,view,2024-12-10T07:22:41
388,569,652,Integrations,share,2025-01-03T12:21:30
389,592,44,Analytics,view,2024-12-01T07:27:31
390,114,361,Dashboard Builder,create,2023-10-19T18:43:36
391,1726,595,Alerts,view,2024-11-27T14:09:10
392,1816,283,Dashboard Builder,view,2023-03-21T01:47:40
393,79,910,Alerts,share,2022-12-23T14:47:35
394,314,935,Analytics,view,2023-08-07T17:00:40
395,1166,425,Analytics,view,2024-11-14T12:52:34
396,1186,551,Reports,view,2021-02-19T15:42:13
397,1430,80,Alerts,delete,2025-01-26T09:44:22
398,1231,485,Workflow Automation,edit,2025-02-10T11:22:48
399,377,815,Data Export,view,2021-09-20T13:36:16
400,1080,480,Alerts,create,2023-09-01T11:06:07
401,261,277,Reports,view,2022-08-24T13:40:42
402,126,861,Analytics,view,2025-01-10T16:21:14
403,1950,203,Dashboard Builder,view,2025-02-28T12:15:34
404,1801,134,Analytics,view,2023-12-30T18:23:32
405,1374,42,Reports,view,2024-11-01T16:18:37
406,1834,967,Workflow Automation,edit,2024-06-05T16:45:45
407,636,732,Analytics,view,2024-12-20T07:20:46
408,834,169,Analytics,share,2022-08-26T20:46:49
409,1438,888,Dashboard Builder,view,2025-02-06T06:59:35
410,89,464,Custom Fields,view,2025-02-21T15:12:46
411,949,634,Alerts,share,2025-02-03T09:01:18
412,1524,69,Dashboard Builder,share,2025-02-11T08:33:36
413,1464,955,API,view,2023-06-21T10:41:47
414,554,892,Reports,edit,2024-10-03T11:31:23
415,1617,293,Reports,view,2025-01-10T12:15:38
416,924,769,Custom Fields,view,2024-10-10T16:24:20
417,193,824,Reports,view,2024-12-10T13:34:24
418,1171,284,API,view,2025-02-10T07:58:52
419,1442,257,API,view,2022-12-08T15:40:46
420,1885,310,Reports,view,2023-09-22T14:04:49
421,882,367,Data Export,view,2024-05-24T15:42:33
422,616,68,Workflow Automation,view,2024-12-13T09:49:32
423,1784,628,Custom Fields,edit,2024-05-08T19:02:49
424,1723,164,API,edit,2024-12-30T13:58:20
425,660,606,Dashboard Builder,create,2025-01-24T14:25:56
426,116,544,Dashboard Builder,create,2024-12-03T16:40:46
427,709,144,Custom Fields,share,2025-01-29T09:06:55
428,391,472,Integrations,view,2025-01-20T07:40:56
429,433,779,Custom Fields,share,2025-02-24T04:40:45
430,442,48,Integrations,share,2023-09-15T05:53:09
431,845,312,API,view,2025-02-10T12:41:11
432,1639,549,Dashboard Builder,view,2024-07-23T16:37:29
433,1544,863,Reports,edit,2025-02-10T11:05:25
434,1009,845,User Management,edit,2022-12-16T14:26:03
435,1704,538,Reports,create,2024-04-23T10:20:08
436,1735,917,Reports,create,2025-02-27T18:48:12
437,230,684,Dashboard Builder,share,2024-08-14T15:55:59
438,1753,176,Dashboard Builder,view,2025-02-21T05:04:01
439,608,452,Workflow Automation,delete,2025-02-06T15:34:13
440,720,853,Dashboard Builder,view,2025-02-28T17:51:17
441,386,238,Reports,share,2024-05-10T09:34:32
442,254,368,User Management,share,2025-02-25T12:35:35
443,1184,833,Integrations,view,2023-02-12T07:11:27
444,1153,706,Integrations,view,2024-10-18T16:23:05
445,594,38,Custom Fields,edit,2023-08-27T14:46:47
446,388,306,Workflow Automation,share,2024-04-19T10:38:28
447,1112,998,Workflow Automation,create,2024-09-13T11:55:56
448,441,934,Analytics,view,2025-01-10T15:45:01
449,1666,323,Dashboard Builder,view,2025-02-04T12:48:27
450,1668,894,Reports,view,2024-07-24T13:52:48
451,1364,786,Reports,view,2025-02-26T09:55:48
452,532,427,Reports,view,2024-12-27T07:13:16
453,183,44,Workflow Automation,create,2024-04-26T07:27:05
454,1151,759,Analytics,view,2020-06-22T14:14:28
455,1327,675,Dashboard Builder,view,2024-01-16T15:23:39
456,929,353,Reports,view,2023-02-21T13:45:17
457,3,243,Integrations,create,2024-12-17T11:40:54
458,1577,412,Data Export,view,2025-01-17T08:49:56
459,1676,596,Reports,view,2024-03-08T10:26:31
460,261,277,User Management,edit,2023-08-26T08:38:42
461,1014,727,Dashboard Builder,view,2024-04-17T09:06:46
462,446,718,Dashboard Builder,view,2025-01-18T10:18:49
463,206,412,Integrations,share,2024-12-19T07:54:13
464,1176,717,Reports,view,2024-08-16T11:14:40
465,1138,299,Reports,view,2023-11-02T19:29:53
466,1333,967,Dashboard Builder,delete,2024-11-12T14:49:57
467,212,596,Workflow Automation,create,2025-02-07T13:14:20
468,367,218,Integrations,view,2025-02-12T07:09:59
469,1297,529,Analytics,view,2021-09-02T15:00:08
470,1743,511,Reports,view,2024-12-29T16:45:01
471,764,9,Reports,view,2024-07-25T15:02:34
472,796,210,Dashboard Builder,create,2024-12-04T16:40:42
473,1681,916,Data Export,edit,2025-01-03T07:43:28
474,1034,578,Analytics,view,2024-10-11T16:37:41
475,96,670,Dashboard Builder,view,2024-03-07T02:25:22
476,1969,460,Workflow Automation,view,2025-01-19T16:35:22
477,1382,36,Analytics,view,2025-01-06T13:45:25
478,865,178,Reports,view,2024-08-28T11:07:57
479,788,255,Custom Fields,view,2025-01-26T12:49:24
480,911,786,API,create,2024-10-18T16:18:04
481,1400,890,Custom Fields,view,2024-02-23T13:15:00
482,658,908,Custom Fields,share,2024-10-15T21:50:27
483,268,292,Dashboard Builder,edit,2025-02-24T07:15:53
484,1431,691,Reports,view,2025-02-07T13:07:29
485,1763,36,Dashboard Builder,edit,2024-09-23T13:24:18
486,1861,742,API,view,2023-03-10T11:57:41
487,1512,36,Reports,view,2024-10-26T01:12:46
488,1450,218,Reports,view,2024-08-09T08:22:15
489,199,481,Reports,view,2024-10-21T06:33:38
490,252,282,Custom Fields,view,2024-11-14T14:07:27
491,1264,400,Reports,view,2025-01-03T04:08:27
492,441,934,Workflow Automation,view,2024-10-02T13:45:23
493,1338,351,Analytics,view,2023-02-21T14:38:33
494,380,157,Analytics,view,2024-09-15T10:03:02
495,888,644,Analytics,view,2025-01-20T05:57:19
496,1429,99,Dashboard Builder,view,2025-01-15T11:51:42
497,1980,77,Reports,view,2023-07-07T09:10:59
498,1716,237,Reports,edit,2025-02-24T15:07:32
499,439,800,Dashboard Builder,view,2024-09-06T22:15:01
500,1369,248,Dashboard Builder,create,2025-01-30T10:19:10
501,867,762,Reports,view,2023-01-27T06:49:03
502,957,551,Reports,view,2023-07-25T12:09:31
503,1960,664,Data Export,view,2024-05-08T11:50:38
504,1907,134,API,delete,2023-11-17T16:02:19
505,1538,986,Alerts,create,2024-03-05T12:59:39
506,98,830,Alerts,create,2024-05-31T16:30:47
507,1911,751,Workflow Automation,view,2024-11-14T15:54:49
